TRANSACTIONID,ACCOUNTID,ACCOUNTTYPEID,CUSTOMERID,CUSTOMERTYPEID,PRODUCTID,PRODUCTCATEGORYID,PROFITCENTERID,VERSION,DATE,VALUE
2513,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180601,80677
2514,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180701,161844
2515,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180801,45472
2516,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20180901,39605
2517,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20181001,83611
2518,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20181101,20536
2519,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20181201,38627
2520,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190101,28848
2521,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190201,53296
2522,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190301,127128
2523,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190401,121258
2524,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190501,169155
2525,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190601,100038
2526,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190701,200682
2527,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190801,56385
2528,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20190901,49109
2529,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20191001,103675
2530,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20191101,25464
2531,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20191201,47897
2532,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200101,35771
2533,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200201,66085
2534,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200301,157635
2535,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200401,181356
2536,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200501,256032
2537,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M500,MT,US10_PCM3L,Actual,20200601,159131
2538,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180401,23567
2539,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180501,60227
2540,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180601,172826
2541,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180701,48007
2542,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180801,89904
2543,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20180901,42770
2544,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20181001,50625
2545,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20181101,18330
2546,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20181201,46261
2547,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190101,38405
2548,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190201,51498
2549,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190301,69828
2550,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190401,29222
2551,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190501,74680
2552,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190601,214299
2553,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190701,59527
2554,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190801,111479
2555,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20190901,53033
2556,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20191001,62774
2557,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20191101,22728
2558,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20191201,57363
2559,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200101,47622
2560,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200201,63856
2561,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200301,86585
2562,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200401,142830
2563,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200501,99981
2564,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M525,MT,US10_PCM2L,Actual,20200601,238050
2565,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180401,94187
2566,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180501,14984
2567,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180601,62078
2568,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180701,10703
2569,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180801,87765
2570,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20180901,42812
2571,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20181001,14984
2572,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20181101,12843
2573,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20181201,8562
2574,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190101,6421
2575,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190201,42812
2576,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190301,17125
2577,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190401,116789
2578,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190501,18580
2579,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190601,76975
2580,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190701,13271
2581,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190801,108826
2582,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20190901,53086
2583,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20191001,18580
2584,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20191101,15925
2585,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20191201,10617
2586,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200101,7962
2587,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200201,53086
2588,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200301,21234
2589,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200401,176764
2590,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200501,38948
2591,FPA1/022,INC,USCU_L08,Z2,MZ-FG-M550,MT,US10_PCM1L,Actual,20200601,125832
2592,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180401,69298
2593,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180501,117464
2594,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180601,154755
2595,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180701,102859
2596,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180801,58110
2597,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20180901,54381
2598,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20181001,78931
2599,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20181101,60907
2600,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20181201,34182
2601,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190101,21442
2602,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190201,54071
2603,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190301,3418
2604,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190401,85927
2605,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190501,145653
2606,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190601,191892
2607,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190701,127542
2608,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190801,72055
2609,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20190901,67432
2610,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20191001,97872
2611,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20191101,75523
2612,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20191201,42385
2613,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200101,26587
2614,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200201,67046
2615,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200301,4238
2616,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200401,184190
2617,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200501,284195
2618,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R100,RC,US10_PCR3L,Actual,20200601,287020
2619,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180401,199051
2620,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180501,30623
2621,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180601,251548
2622,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180701,164053
2623,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180801,279984
2624,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20180901,354354
2625,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20181001,148741
2626,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20181101,32810
2627,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20181201,135617
2628,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190101,111556
2629,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190201,174990
2630,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190301,201776
2631,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190401,246817
2632,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190501,37971
2633,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190601,311912
2634,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190701,203421
2635,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190801,347172
2636,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20190901,439389
2637,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20191001,184435
2638,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20191101,40684
2639,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20191201,168161
2640,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200101,138326
2641,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200201,216982
2642,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200301,250197
2643,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200401,346544
2644,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200501,177568
2645,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R200,RC,US10_PCR2L,Actual,20200601,632944
2646,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180401,38318
2647,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180501,21288
2648,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180601,76636
2649,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180701,72379
2650,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180801,29803
2651,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20180901,97924
2652,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20181001,34060
2653,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20181101,76636
2654,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20181201,21288
2655,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190201,68121
2656,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190301,108568
2657,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190401,47513
2658,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190501,26396
2659,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190601,95027
2660,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190701,89748
2661,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190801,36955
2662,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20190901,121423
2663,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20191001,42234
2664,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20191101,95027
2665,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20191201,26396
2666,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200201,84468
2667,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200301,134621
2668,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200401,139320
2669,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200501,58050
2670,FPA1/022,INC,USCU_L08,Z2,MZ-FG-R300,RC,US10_PCR1L,Actual,20200601,63855
2671,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180401,100640
2672,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180501,44968
2673,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180601,47702
2674,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180701,39193
2675,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180801,122046
2676,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20180901,19789
2677,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20181001,37229
2678,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20181101,56287
2679,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20181201,70417
2680,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190101,76577
2681,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190201,84046
2682,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190301,28220
2683,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190401,124790
2684,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190501,55759
2685,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190601,59149
2686,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190701,48598
2687,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190801,151334
2688,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20190901,24538
2689,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20191001,46164
2690,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20191101,69795
2691,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20191201,87315
2692,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200101,94953
2693,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200201,104215
2694,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200301,34993
2695,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200401,277550
2696,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200501,70700
2697,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y120,YH,US10_PCY1L,Actual,20200601,124110
2698,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180401,21054
2699,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180501,10296
2700,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180601,4554
2701,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180701,30756
2702,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180801,104083
2703,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20180901,32604
2704,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20181001,17094
2705,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20181101,48774
2706,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20181201,20724
2707,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190101,8646
2708,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190201,41052
2709,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190301,31878
2710,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190401,26106
2711,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190501,12766
2712,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190601,5646
2713,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190701,38137
2714,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190801,129060
2715,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20190901,40428
2716,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20191001,21196
2717,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20191101,60479
2718,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20191201,25697
2719,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200101,10720
2720,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200201,50903
2721,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200301,39528
2722,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200401,38760
2723,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200501,18960
2724,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y200,YH,US10_PCY2L,Actual,20200601,37920
2725,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180401,39864
2726,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180501,57992
2727,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180601,43384
2728,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180701,48488
2729,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180801,131297
2730,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20180901,19008
2731,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20181001,28688
2732,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20181101,22792
2733,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20181201,38456
2734,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190101,19096
2735,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190201,56672
2736,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190301,100937
2737,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190401,49430
2738,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190501,71909
2739,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190601,53795
2740,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190701,60124
2741,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190801,162805
2742,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20190901,23569
2743,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20191001,35572
2744,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20191101,28261
2745,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20191201,47684
2746,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200101,23678
2747,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200201,70272
2748,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200301,125159
2749,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200401,74880
2750,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200501,108800
2751,FPA1/022,INC,USCU_L08,Z2,MZ-TG-Y240,YH,US10_PCY3L,Actual,20200601,67200
2752,FPA1/022,INC,USCU_L09,Z2,MZ-FG-C900,CR,US10_PCC3L,Actual,20180401,168434
2753,FPA1/022,INC,USCU_L09,Z2,MZ-FG-C900,CR,US10_PCC3L,Actual,20180501,103093
2754,FPA1/022,INC,USCU_L09,Z2,MZ-FG-C900,CR,US10_PCC3L,Actual,20180601,85427
